ADDRESS,POSTCODE,CURRENT_ENERGY_RATING,LODGEMENT_DATE,PROPERTY_TYPE,TOTAL_FLOOR_AREA,LOCAL_AUTHORITY_LABEL,full_address,LAT,LON
"Flat 2, 33 Cheltenham Road",FY1 2PS,E,2020-11-03,Flat,22.0,Blackpool,"Flat 2, 33 Cheltenham Road, FY1 2PS, Blackpool, UK",53.8272024,-3.0498866
"Flat 4, 124 Palatine Road",FY1 4DS,E,2019-08-11,Flat,35.0,Blackpool,"Flat 4, 124 Palatine Road, FY1 4DS, Blackpool, UK",53.81405729999999,-3.042316
"3 Oban Place, Bispham",FY2 0HD,E,2022-04-03,Flat,48.0,Blackpool,"3 Oban Place, Bispham, FY2 0HD, Blackpool, UK",53.8567788,-3.0286411
"3 Beattock Place, Bispham",FY2 0EH,E,2022-10-03,Flat,48.0,Blackpool,"3 Beattock Place, Bispham, FY2 0EH, Blackpool, UK",53.8567256,-3.025736
"8, Lunedale Avenue",FY1 6LL,E,2016-12-04,House,82.0,Blackpool,"8, Lunedale Avenue, FY1 6LL, Blackpool, UK",53.8011984,-3.0423964
"10, England Avenue",FY2 9JG,G,2018-12-11,House,114.0,Blackpool,"10, England Avenue, FY2 9JG, Blackpool, UK",53.8507514,-3.0491692
"25, Baldwin Grove",FY1 6QF,E,2018-05-02,House,134.0,Blackpool,"25, Baldwin Grove, FY1 6QF, Blackpool, UK",53.8044941,-3.0342944
"Flat 1, 32, Raikes Parade",FY1 4EX,F,2018-02-01,Flat,34.0,Blackpool,"Flat 1, 32, Raikes Parade, FY1 4EX, Blackpool, UK",53.81677730000001,-3.0442116
"6, Kumara Crescent",FY4 4NT,E,2016-05-02,House,68.0,Blackpool,"6, Kumara Crescent, FY4 4NT, Blackpool, UK",53.8010232,-3.0103331
"44, Henson Avenue",FY4 3LY,E,2015-09-02,House,106.0,Blackpool,"44, Henson Avenue, FY4 3LY, Blackpool, UK",53.7873992,-3.0264755
"25 Ashfield Court, Bispham",FY2 0DQ,E,2022-09-02,Flat,48.0,Blackpool,"25 Ashfield Court, Bispham, FY2 0DQ, Blackpool, UK",53.8565429,-3.0288413
"5, Southbourne Road",FY3 9SH,E,2019-07-01,House,80.0,Blackpool,"5, Southbourne Road, FY3 9SH, Blackpool, UK",53.8068234,-3.0190628
42a Milbourne Street,FY1 3LH,E,2022-06-01,Flat,46.0,Blackpool,"42a Milbourne Street, FY1 3LH, Blackpool, UK",53.8198871,-3.04461
"1, Gildabrook Road",FY4 2LU,E,2019-11-11,House,101.0,Blackpool,"1, Gildabrook Road, FY4 2LU, Blackpool, UK",53.7835929,-3.0410787
"113, Warbreck Drive",FY2 9RY,E,2017-10-02,Flat,69.0,Blackpool,"113, Warbreck Drive, FY2 9RY, Blackpool, UK",53.83832880000001,-3.0503158
"8 Oban Place, Bispham",FY2 0HD,E,2022-07-03,Flat,48.0,Blackpool,"8 Oban Place, Bispham, FY2 0HD, Blackpool, UK",53.8567262,-3.0280307
"Flat 2, 1a All Hallows Road",FY2 0AS,E,2016-04-04,Flat,54.0,Blackpool,"Flat 2, 1a All Hallows Road, FY2 0AS, Blackpool, UK",53.8524142,-3.0388551
6 Seabourne Avenue,FY4 1EH,F,2022-08-02,House,99.0,Blackpool,"6 Seabourne Avenue, FY4 1EH, Blackpool, UK",53.7908266,-3.0519297
"10, Truro Street",FY4 3BJ,E,2017-06-03,House,87.0,Blackpool,"10, Truro Street, FY4 3BJ, Blackpool, UK",53.7981521,-3.0404508
"2, Catforth Avenue",FY4 4SF,E,2018-09-05,Bungalow,68.0,Blackpool,"2, Catforth Avenue, FY4 4SF, Blackpool, UK",53.80145959999999,-3.004526
"27 Beattock Place, Bispham",FY2 0EH,E,2022-10-03,Flat,48.0,Blackpool,"27 Beattock Place, Bispham, FY2 0EH, Blackpool, UK",53.8567256,-3.025736
"45 Braemar Walk, Bispham",FY2 0EJ,F,2022-09-03,Flat,48.0,Blackpool,"45 Braemar Walk, Bispham, FY2 0EJ, Blackpool, UK",53.8569444,-3.0271025
59 Preston Old Road,FY3 9PR,E,2022-11-02,House,54.0,Blackpool,"59 Preston Old Road, FY3 9PR, Blackpool, UK",53.8064526,-3.025106
"5 Braemar Walk, Bispham",FY2 0EJ,E,2022-03-03,Flat,48.0,Blackpool,"5 Braemar Walk, Bispham, FY2 0EJ, Blackpool, UK",53.8569444,-3.0271025
"Flat C, 99 Bond Street",FY4 1EX,E,2019-12-02,Flat,48.0,Blackpool,"Flat C, 99 Bond Street, FY4 1EX, Blackpool, UK",53.7959822,-3.0540301
"7, Gosforth Road",FY2 9UB,E,2016-02-03,House,130.0,Blackpool,"7, Gosforth Road, FY2 9UB, Blackpool, UK",53.835954,-3.047658
"42, Weymouth Road",FY3 9RW,E,2016-08-06,House,92.0,Blackpool,"42, Weymouth Road, FY3 9RW, Blackpool, UK",53.8073521,-3.0204921
"Flat 1, 111 Holmfield Road",FY2 9RS,E,2019-09-10,Flat,53.0,Blackpool,"Flat 1, 111 Holmfield Road, FY2 9RS, Blackpool, UK",53.83845969999999,-3.051975
"Flat 1, 86 Station Road",FY4 1EU,E,2020-08-01,Flat,34.0,Blackpool,"Flat 1, 86 Station Road, FY4 1EU, Blackpool, UK",53.796359,-3.0503255
"12 Braemar Walk, Bispham",FY2 0EJ,F,2022-07-03,Flat,48.0,Blackpool,"12 Braemar Walk, Bispham, FY2 0EJ, Blackpool, UK",53.85736379999999,-3.0281345
"3 Ashfield Court, Bispham",FY2 0DQ,F,2022-04-02,Flat,48.0,Blackpool,"3 Ashfield Court, Bispham, FY2 0DQ, Blackpool, UK",53.8565429,-3.0288413
"71 Portree Road, Bispham",FY2 0DG,E,2022-07-01,Flat,48.0,Blackpool,"71 Portree Road, Bispham, FY2 0DG, Blackpool, UK",53.8555183,-3.0288549
"41, Condor Grove",FY1 5NA,E,2017-11-04,House,122.0,Blackpool,"41, Condor Grove, FY1 5NA, Blackpool, UK",53.8066858,-3.0389039
"17, Lowther Avenue",FY2 9PA,E,2015-11-06,Bungalow,119.0,Blackpool,"17, Lowther Avenue, FY2 9PA, Blackpool, UK",53.8421745,-3.0523755
"329, Park Road",FY1 6RH,F,2016-07-09,House,77.0,Blackpool,"329, Park Road, FY1 6RH, Blackpool, UK",53.8052922,-3.0322536
"106, Egerton Road",FY1 2NN,E,2016-10-02,House,162.0,Blackpool,"106, Egerton Road, FY1 2NN, Blackpool, UK",53.8261501,-3.05098
"Flat 2, 120 Coronation Street",FY1 4QQ,E,2022-07-02,Flat,37.0,Blackpool,"Flat 2, 120 Coronation Street, FY1 4QQ, Blackpool, UK",53.8132449,-3.0494239
"Flat 1, 17 George Street",FY1 3BZ,E,2017-09-02,Flat,27.0,Blackpool,"Flat 1, 17 George Street, FY1 3BZ, Blackpool, UK",53.8200175,-3.0474662
"2 Ashfield Court, Bispham",FY2 0DQ,E,2022-01-02,Flat,48.0,Blackpool,"2 Ashfield Court, Bispham, FY2 0DQ, Blackpool, UK",53.8565429,-3.0288413
"230, Ashfield Road, Bispham",FY2 0BE,E,2020-01-04,Flat,48.0,Blackpool,"230, Ashfield Road, Bispham, FY2 0BE, Blackpool, UK",53.85767250000001,-3.0269247
"12 Oban Place, Bispham",FY2 0HD,E,2022-08-03,Flat,48.0,Blackpool,"12 Oban Place, Bispham, FY2 0HD, Blackpool, UK",53.8561504,-3.0286556
34 Poulton Old Road,FY3 7LB,E,2022-09-02,House,100.0,Blackpool,"34 Poulton Old Road, FY3 7LB, Blackpool, UK",53.8352392,-3.0222378
"106, Knowle Avenue",FY2 9UU,E,2018-10-05,House,97.0,Blackpool,"106, Knowle Avenue, FY2 9UU, Blackpool, UK",53.83777,-3.0429647
"14, Courtfield Avenue",FY2 0UN,F,2015-12-06,House,65.0,Blackpool,"14, Courtfield Avenue, FY2 0UN, Blackpool, UK",53.8315326,-3.0389108
"Flat 3, 78 Osborne Road",FY4 1HQ,G,2016-08-12,Flat,54.0,Blackpool,"Flat 3, 78 Osborne Road, FY4 1HQ, Blackpool, UK",53.7947706,-3.0508462
"14, London Road",FY3 8DL,E,2016-07-05,House,151.0,Blackpool,"14, London Road, FY3 8DL, Blackpool, UK",53.8197675,-3.0365245
"72b, Charnley Road",FY1 4PF,F,2016-04-03,Flat,42.0,Blackpool,"72b, Charnley Road, FY1 4PF, Blackpool, UK",53.8160947,-3.0463927
"Flat 2 Ground Floor, 16 Egerton Road",FY1 2NW,E,2019-10-09,Flat,45.0,Blackpool,"Flat 2 Ground Floor, 16 Egerton Road, FY1 2NW, Blackpool, UK",53.8287835,-3.052185
"Flat 4, 86 Coronation Street",FY1 4QE,E,2018-06-02,Flat,48.0,Blackpool,"Flat 4, 86 Coronation Street, FY1 4QE, Blackpool, UK",53.8143547,-3.0504351
"Flat 7, 61 Dean Street",FY4 1BP,E,2019-11-06,Flat,47.0,Blackpool,"Flat 7, 61 Dean Street, FY4 1BP, Blackpool, UK",53.7967018,-3.0506542
"21 Braemar Walk, Bispham",FY2 0EJ,F,2022-07-03,Flat,48.0,Blackpool,"21 Braemar Walk, Bispham, FY2 0EJ, Blackpool, UK",53.85725069999999,-3.0274038
"64, Rossington Avenue",FY2 0DP,E,2016-02-03,House,95.0,Blackpool,"64, Rossington Avenue, FY2 0DP, Blackpool, UK",53.8524928,-3.0304346
"21, Beechfield Avenue",FY3 9JE,E,2016-06-12,House,179.0,Blackpool,"21, Beechfield Avenue, FY3 9JE, Blackpool, UK",53.809147,-3.0292352
"Flat 3, 22 Egerton Road",FY1 2NW,E,2017-08-02,Flat,46.0,Blackpool,"Flat 3, 22 Egerton Road, FY1 2NW, Blackpool, UK",53.8286289,-3.0521707
"6, Salmesbury Avenue",FY2 0PN,E,2015-09-07,Bungalow,77.0,Blackpool,"6, Salmesbury Avenue, FY2 0PN, Blackpool, UK",53.8412324,-3.0307691
"3, Duke Street",FY1 6HN,F,2016-01-12,House,82.0,Blackpool,"3, Duke Street, FY1 6HN, Blackpool, UK",53.8009681,-3.050408
"9, Croydon Road",FY3 7DB,F,2015-10-12,House,75.0,Blackpool,"9, Croydon Road, FY3 7DB, Blackpool, UK",53.8282849,-3.0282452
76 Dunelt Road,FY1 6LT,E,2022-12-01,House,106.0,Blackpool,"76 Dunelt Road, FY1 6LT, Blackpool, UK",53.8006744,-3.0405485
"Flat 14, 86, Park Road",FY1 4ES,F,2015-10-02,Flat,40.0,Blackpool,"Flat 14, 86, Park Road, FY1 4ES, Blackpool, UK",53.8134334,-3.0434523
"18 Braemar Walk, Bispham",FY2 0EJ,E,2022-09-03,Flat,48.0,Blackpool,"18 Braemar Walk, Bispham, FY2 0EJ, Blackpool, UK",53.8569444,-3.0271025
"3, Fifth Avenue",FY4 2ES,E,2016-07-03,House,94.0,Blackpool,"3, Fifth Avenue, FY4 2ES, Blackpool, UK",53.7910718,-3.0419543
"24, Primrose Avenue",FY4 2LJ,E,2019-01-08,Bungalow,56.0,Blackpool,"24, Primrose Avenue, FY4 2LJ, Blackpool, UK",53.7850982,-3.0380312
"34, Newcastle Avenue",FY3 9DH,E,2016-11-01,House,91.0,Blackpool,"34, Newcastle Avenue, FY3 9DH, Blackpool, UK",53.81590929999999,-3.0343844
"Flat 2, 70 Station Road",FY4 1EU,E,2017-05-01,Flat,16.0,Blackpool,"Flat 2, 70 Station Road, FY4 1EU, Blackpool, UK",53.7961908,-3.0512557
"First Floor Flat, 43 Holmfield Road",FY2 9TE,E,2016-06-12,Flat,91.0,Blackpool,"First Floor Flat, 43 Holmfield Road, FY2 9TE, Blackpool, UK",53.8359384,-3.0521755
"Flat 2, 77, Woodland Grove",FY3 9EZ,E,2018-04-04,Flat,53.0,Blackpool,"Flat 2, 77, Woodland Grove, FY3 9EZ, Blackpool, UK",53.8131678,-3.0303848
"Flat 3b, 44 Napier Avenue",FY4 1PB,E,2022-02-03,Flat,50.0,Blackpool,"Flat 3b, 44 Napier Avenue, FY4 1PB, Blackpool, UK",53.7852825,-3.0553181
"46 Kincraig Road, Bispham",FY2 0HF,E,2022-11-03,Flat,48.0,Blackpool,"46 Kincraig Road, Bispham, FY2 0HF, Blackpool, UK",53.8555459,-3.0245884
"4 Britannia Court, Shaw Road",FY1 6HD,G,2015-11-02,Flat,56.0,Blackpool,"4 Britannia Court, Shaw Road, FY1 6HD, Blackpool, UK",53.8000329,-3.0550923
"119, Park Road",FY1 4ET,E,2019-01-11,House,178.0,Blackpool,"119, Park Road, FY1 4ET, Blackpool, UK",53.8125242,-3.043028
"Flat 1, 145a Central Drive",FY1 5EE,E,2022-11-01,Flat,34.0,Blackpool,"Flat 1, 145a Central Drive, FY1 5EE, Blackpool, UK",53.8103355,-3.0476039
"56, Crystal Road",FY1 6BS,E,2020-04-03,House,74.0,Blackpool,"56, Crystal Road, FY1 6BS, Blackpool, UK",53.8024321,-3.0519325
"Flat 1e, 255 Promenade",FY1 6AH,F,2022-12-02,Flat,32.0,Blackpool,"Flat 1e, 255 Promenade, FY1 6AH, Blackpool, UK",53.80598690000001,-3.0550588
"27 Portree Road, Bispham",FY2 0DG,F,2022-06-01,Flat,48.0,Blackpool,"27 Portree Road, Bispham, FY2 0DG, Blackpool, UK",53.8562609,-3.0290366
"Flat 6, 4 Wilton Parade",FY1 2HE,F,2019-05-09,Flat,26.0,Blackpool,"Flat 6, 4 Wilton Parade, FY1 2HE, Blackpool, UK",53.8276584,-3.0543655
"Flat 1, Ground Floor, 59 Westmorland Avenue",FY1 5PG,E,2019-01-02,Flat,43.0,Blackpool,"Flat 1, Ground Floor, 59 Westmorland Avenue, FY1 5PG, Blackpool, UK",53.8090132,-3.0424668
"2, Repton Avenue",FY1 2RZ,E,2016-06-05,House,108.0,Blackpool,"2, Repton Avenue, FY1 2RZ, Blackpool, UK",53.8327142,-3.042704
"Apartment 2, 14, Knowle Avenue",FY2 9RR,E,2018-03-10,Flat,30.0,Blackpool,"Apartment 2, 14, Knowle Avenue, FY2 9RR, Blackpool, UK",53.8379712,-3.0525753
"99, Cocker Street",FY1 2EB,E,2016-02-08,House,95.0,Blackpool,"99, Cocker Street, FY1 2EB, Blackpool, UK",53.8248076,-3.0486551
"31, Ribble Road",FY1 4AA,E,2015-10-02,House,102.0,Blackpool,"31, Ribble Road, FY1 4AA, Blackpool, UK",53.8116896,-3.0470811
"85, Ashfield Road, Bispham",FY2 0EN,E,2020-11-02,House,117.0,Blackpool,"85, Ashfield Road, Bispham, FY2 0EN, Blackpool, UK",53.8541343,-3.034214
"45, Chislehurst Avenue",FY4 3AS,E,2019-03-04,House,93.0,Blackpool,"45, Chislehurst Avenue, FY4 3AS, Blackpool, UK",53.79906519999999,-3.0374357
"14 Oban Place, Bispham",FY2 0HD,F,2022-07-03,Flat,48.0,Blackpool,"14 Oban Place, Bispham, FY2 0HD, Blackpool, UK",53.85664939999999,-3.0282922
"3, Mereland Road",FY3 9NF,E,2016-04-03,House,148.0,Blackpool,"3, Mereland Road, FY3 9NF, Blackpool, UK",53.8044015,-3.0156643
"26 Braemar Walk, Bispham",FY2 0EJ,E,2022-07-03,Flat,48.0,Blackpool,"26 Braemar Walk, Bispham, FY2 0EJ, Blackpool, UK",53.8569444,-3.0271025
"2, Back High Street",FY1 2BW,E,2016-08-09,House,47.0,Blackpool,"2, Back High Street, FY1 2BW, Blackpool, UK",53.8229401,-3.050258
"186, Ashfield Road",FY2 0BX,E,2018-04-09,Bungalow,72.0,Blackpool,"186, Ashfield Road, FY2 0BX, Blackpool, UK",53.8558393,-3.0322069
"Flat 5, 122 Reads Avenue",FY1 4JJ,E,2017-11-06,Flat,43.0,Blackpool,"Flat 5, 122 Reads Avenue, FY1 4JJ, Blackpool, UK",53.8144521,-3.0418169
"Flat 5, 112 Topping Street",FY1 3AD,E,2018-03-04,Flat,28.0,Blackpool,"Flat 5, 112 Topping Street, FY1 3AD, Blackpool, UK",53.8183617,-3.0494463
"Ground Floor Flat, 273 Talbot Road",FY3 7AZ,E,2019-07-02,Flat,47.0,Blackpool,"Ground Floor Flat, 273 Talbot Road, FY3 7AZ, Blackpool, UK",53.82689,-3.0352754
"91, Poulton Road",FY3 7JJ,E,2017-12-08,Bungalow,89.0,Blackpool,"91, Poulton Road, FY3 7JJ, Blackpool, UK",53.8340919,-3.0229376
"3, Teesdale Avenue",FY2 0TH,E,2017-12-08,House,110.0,Blackpool,"3, Teesdale Avenue, FY2 0TH, Blackpool, UK",53.8315291,-3.0398002
"42 Oban Place, Bispham",FY2 0HD,E,2022-07-03,Flat,48.0,Blackpool,"42 Oban Place, Bispham, FY2 0HD, Blackpool, UK",53.8568241,-3.0275733
"57, Kingsmede",FY4 3NN,F,2017-01-02,House,69.0,Blackpool,"57, Kingsmede, FY4 3NN, Blackpool, UK",53.7856582,-3.0277542
"18 Ashfield Court, Bispham",FY2 0DQ,E,2022-10-02,Flat,48.0,Blackpool,"18 Ashfield Court, Bispham, FY2 0DQ, Blackpool, UK",53.8565429,-3.0288413
"159, Harcourt Road",FY4 3HN,E,2019-09-10,House,60.0,Blackpool,"159, Harcourt Road, FY4 3HN, Blackpool, UK",53.7967473,-3.0330543
"61, Grasmere Road",FY1 5HP,E,2019-04-02,House,119.0,Blackpool,"61, Grasmere Road, FY1 5HP, Blackpool, UK",53.8068693,-3.0415847
"Flat Above, 244 Dickson Road",FY1 2JS,E,2019-08-07,Flat,70.0,Blackpool,"Flat Above, 244 Dickson Road, FY1 2JS, Blackpool, UK",53.83153739999999,-3.0536481
"4, Hawthorn Road",FY1 2RE,E,2016-01-12,House,105.0,Blackpool,"4, Hawthorn Road, FY1 2RE, Blackpool, UK",53.8272872,-3.047457
"35 Ashfield Court, Bispham",FY2 0DQ,F,2022-10-02,Flat,48.0,Blackpool,"35 Ashfield Court, Bispham, FY2 0DQ, Blackpool, UK",53.8565429,-3.0288413
"32, Holly Road",FY1 2SF,F,2016-11-05,Bungalow,102.0,Blackpool,"32, Holly Road, FY1 2SF, Blackpool, UK",53.8349541,-3.0446633
"17 Braemar Walk, Bispham",FY2 0EJ,E,2022-09-03,Flat,48.0,Blackpool,"17 Braemar Walk, Bispham, FY2 0EJ, Blackpool, UK",53.8569444,-3.0271025
8 Langdon Way,FY2 0PX,E,2022-11-02,House,69.0,Blackpool,"8 Langdon Way, FY2 0PX, Blackpool, UK",53.84071549999999,-3.0296864
"Flat 3, 68 Osbourne Road",FY4 1HQ,E,2018-04-06,Maisonette,99.0,Blackpool,"Flat 3, 68 Osbourne Road, FY4 1HQ, Blackpool, UK",53.7946406,-3.0514547
"19, Stoke Avenue",FY1 6QB,E,2016-04-07,House,72.0,Blackpool,"19, Stoke Avenue, FY1 6QB, Blackpool, UK",53.8038555,-3.0352337
"11, Colwyn Avenue",FY4 4ET,E,2015-12-07,House,93.0,Blackpool,"11, Colwyn Avenue, FY4 4ET, Blackpool, UK",53.7998141,-3.0272738
"FLAT 6, 360 LYTHAM ROAD",FY4 1DW,G,2022-02-03,Flat,49.0,Blackpool,"FLAT 6, 360 LYTHAM ROAD, FY4 1DW, Blackpool, UK",53.7973978,-3.0498371
"12, Fulwood Avenue",FY3 7NT,E,2019-12-11,House,90.0,Blackpool,"12, Fulwood Avenue, FY3 7NT, Blackpool, UK",53.8301325,-3.0235807
"4, Gordon Street",FY4 1AJ,E,2016-04-10,House,100.0,Blackpool,"4, Gordon Street, FY4 1AJ, Blackpool, UK",53.7983177,-3.0534483
"325, Vicarage Lane",FY4 4LP,E,2015-09-07,House,75.0,Blackpool,"325, Vicarage Lane, FY4 4LP, Blackpool, UK",53.7936041,-3.0173865
15c Condor Grove,FY1 5NA,E,2017-03-10,Flat,26.0,Blackpool,"15c Condor Grove, FY1 5NA, Blackpool, UK",53.8061725,-3.0396712
86 Torsway Avenue,FY3 8JX,E,2022-10-06,Flat,48.0,Blackpool,"86 Torsway Avenue, FY3 8JX, Blackpool, UK",53.82572949999999,-3.0241887
"7, Auburn Grove",FY1 5NJ,E,2019-03-10,House,76.0,Blackpool,"7, Auburn Grove, FY1 5NJ, Blackpool, UK",53.8057195,-3.0370559
"11, Forest Gate",FY3 9AW,E,2020-11-06,House,122.0,Blackpool,"11, Forest Gate, FY3 9AW, Blackpool, UK",53.817103,-3.0357136
"14, Cambray Road",FY1 2LT,E,2019-06-02,House,119.0,Blackpool,"14, Cambray Road, FY1 2LT, Blackpool, UK",53.8335537,-3.0496579
"66, Knowle Avenue",FY2 9UA,E,2016-12-10,House,143.0,Blackpool,"66, Knowle Avenue, FY2 9UA, Blackpool, UK",53.83783219999999,-3.0464854
"10, Byron Street",FY4 1DE,E,2018-02-08,House,64.0,Blackpool,"10, Byron Street, FY4 1DE, Blackpool, UK",53.798085,-3.0515958
"5, Knightsbridge Avenue",FY4 2HS,E,2015-09-06,House,94.0,Blackpool,"5, Knightsbridge Avenue, FY4 2HS, Blackpool, UK",53.7871701,-3.0382784
"1, Cheltenham Road",FY1 2PS,F,2016-11-02,House,71.0,Blackpool,"1, Cheltenham Road, FY1 2PS, Blackpool, UK",53.8270502,-3.0515094
"First Floor Flat, 4 Jesmond Avenue",FY4 1EJ,E,2019-07-02,Flat,56.0,Blackpool,"First Floor Flat, 4 Jesmond Avenue, FY4 1EJ, Blackpool, UK",53.7912166,-3.0505349
594 Lytham Road,FY4 1RB,G,2015-10-03,Flat,37.0,Blackpool,"594 Lytham Road, FY4 1RB, Blackpool, UK",53.7841208,-3.0465554
"Flat GF, 32 Redcar Road",FY1 2LR,E,2016-05-02,Flat,90.0,Blackpool,"Flat GF, 32 Redcar Road, FY1 2LR, Blackpool, UK",53.8325516,-3.0517753
"First Floor Flat, Front of, 29 Hill Street",FY4 1DF,F,2015-12-02,Flat,42.0,Blackpool,"First Floor Flat, Front of, 29 Hill Street, FY4 1DF, Blackpool, UK",53.7979255,-3.0514423
"56, Hemingway",FY4 3BS,E,2016-11-02,House,106.0,Blackpool,"56, Hemingway, FY4 3BS, Blackpool, UK",53.79721319999999,-3.0373479
"Flat, 280 Waterloo Road",FY4 3AF,F,2018-02-02,Flat,91.0,Blackpool,"Flat, 280 Waterloo Road, FY4 3AF, Blackpool, UK",53.8001752,-3.0370627
"79, Lakeway",FY3 8PE,E,2018-09-04,House,70.0,Blackpool,"79, Lakeway, FY3 8PE, Blackpool, UK",53.82487219999999,-3.0225731
"23, Norfolk Avenue",FY2 9QA,E,2016-10-05,House,158.0,Blackpool,"23, Norfolk Avenue, FY2 9QA, Blackpool, UK",53.8445392,-3.050432
"Flat 4, 21, East Topping Street",FY1 3AS,E,2017-07-11,Flat,34.0,Blackpool,"Flat 4, 21, East Topping Street, FY1 3AS, Blackpool, UK",53.819547,-3.0498497
"1, Back High Street",FY1 2BW,E,2015-09-03,House,55.0,Blackpool,"1, Back High Street, FY1 2BW, Blackpool, UK",53.82260580000001,-3.0501545
"231, Normoss Road",FY3 8QW,E,2019-07-02,Bungalow,91.0,Blackpool,"231, Normoss Road, FY3 8QW, Blackpool, UK",53.8265152,-3.0101737
"44, Stamford Avenue",FY4 2BJ,F,2016-03-10,House,122.0,Blackpool,"44, Stamford Avenue, FY4 2BJ, Blackpool, UK",53.79163089999999,-3.0403952
"Flat 5, 30 Braithwaite Street",FY1 2HS,E,2020-07-01,Flat,33.0,Blackpool,"Flat 5, 30 Braithwaite Street, FY1 2HS, Blackpool, UK",53.8251786,-3.0529829
48 Holmfield Road,FY2 9RU,F,2017-09-03,House,129.0,Blackpool,"48 Holmfield Road, FY2 9RU, Blackpool, UK",53.8366345,-3.0525599
"Flat 16 Haddon Court, 314, Queens Promenade",FY2 9BB,E,2017-02-09,Flat,63.0,Blackpool,"Flat 16 Haddon Court, 314, Queens Promenade, FY2 9BB, Blackpool, UK",53.8557559,-3.049968
"14, Kumara Crescent",FY4 4NT,G,2016-05-10,House,68.0,Blackpool,"14, Kumara Crescent, FY4 4NT, Blackpool, UK",53.8010938,-3.0099403
"Flat 1, 16 Palatine Road",FY1 4BT,E,2019-10-09,Flat,26.0,Blackpool,"Flat 1, 16 Palatine Road, FY1 4BT, Blackpool, UK",53.812363,-3.0484962
"21, Vernon Avenue",FY3 9JF,E,2019-12-07,House,116.0,Blackpool,"21, Vernon Avenue, FY3 9JF, Blackpool, UK",53.81027750000001,-3.0296673
"Flat 2, 116, Palatine Road",FY1 4DS,F,2015-12-02,Flat,65.0,Blackpool,"Flat 2, 116, Palatine Road, FY1 4DS, Blackpool, UK",53.8139852,-3.0426505
"Flat 4, 134 Waterloo Road",FY4 2AF,E,2018-02-05,Flat,25.0,Blackpool,"Flat 4, 134 Waterloo Road, FY4 2AF, Blackpool, UK",53.7993898,-3.0463096
"30, Melville Road",FY2 9JF,G,2018-03-06,House,98.0,Blackpool,"30, Melville Road, FY2 9JF, Blackpool, UK",53.85109569999999,-3.0491165
"Flat 5, 36 Chesterfield Road",FY1 2PP,E,2018-02-08,Flat,27.0,Blackpool,"Flat 5, 36 Chesterfield Road, FY1 2PP, Blackpool, UK",53.8282009,-3.0501615
"8, Cecil Street",FY1 3RA,E,2016-09-01,House,89.0,Blackpool,"8, Cecil Street, FY1 3RA, Blackpool, UK",53.8248342,-3.0442563
35b Bond Street,FY4 1BQ,E,2018-10-10,Flat,100.0,Blackpool,"35b Bond Street, FY4 1BQ, Blackpool, UK",53.79804,-3.0540428
"172a, Park Road",FY1 5QS,G,2015-10-07,Flat,49.0,Blackpool,"172a, Park Road, FY1 5QS, Blackpool, UK",53.8103862,-3.0392746
"38, Hawthorn Road",FY1 2RE,E,2016-11-11,House,100.0,Blackpool,"38, Hawthorn Road, FY1 2RE, Blackpool, UK",53.8275537,-3.0463294
"157, Bispham Road",FY2 0NN,E,2018-02-10,Bungalow,147.0,Blackpool,"157, Bispham Road, FY2 0NN, Blackpool, UK",53.8401407,-3.0316242
"289a, Church Street",FY1 3PF,E,2019-12-07,Flat,79.0,Blackpool,"289a, Church Street, FY1 3PF, Blackpool, UK",53.81845879999999,-3.0395153
"98, Cocker Street",FY1 2EB,E,2017-02-05,House,85.0,Blackpool,"98, Cocker Street, FY1 2EB, Blackpool, UK",53.8244851,-3.0488452
"Flat Ground Floor, 2 Windsor Avenue",FY4 1HN,F,2016-05-03,Flat,45.0,Blackpool,"Flat Ground Floor, 2 Windsor Avenue, FY4 1HN, Blackpool, UK",53.7941549,-3.0521563
"45, St. Heliers Road",FY1 6JE,E,2015-09-10,House,142.0,Blackpool,"45, St. Heliers Road, FY1 6JE, Blackpool, UK",53.80239169999999,-3.0463471
"31, Fordway Avenue",FY3 8HD,E,2017-12-05,House,66.0,Blackpool,"31, Fordway Avenue, FY3 8HD, Blackpool, UK",53.8219333,-3.0285134
"55, Roseacre",FY4 2PL,E,2019-06-08,Bungalow,68.0,Blackpool,"55, Roseacre, FY4 2PL, Blackpool, UK",53.7819686,-3.0423092
"232, Palatine Road",FY1 4DU,E,2015-10-11,House,107.0,Blackpool,"232, Palatine Road, FY1 4DU, Blackpool, UK",53.8151361,-3.0379685
"7, Fenber Avenue",FY4 2DL,E,2016-12-01,Bungalow,125.0,Blackpool,"7, Fenber Avenue, FY4 2DL, Blackpool, UK",53.7919753,-3.0433802
"34, Rockingham Road, Bispham",FY2 0LP,E,2020-12-02,House,95.0,Blackpool,"34, Rockingham Road, Bispham, FY2 0LP, Blackpool, UK",53.8470229,-3.039102
"Flat 1, 70 Warley Road",FY1 2LN,E,2019-08-03,Flat,30.0,Blackpool,"Flat 1, 70 Warley Road, FY1 2LN, Blackpool, UK",53.8308759,-3.0503638
"59, Westmorland Avenue",FY1 5PG,E,2019-04-01,Flat,99.0,Blackpool,"59, Westmorland Avenue, FY1 5PG, Blackpool, UK",53.8090132,-3.0424668
